x,y,yaw,qw,qx,qy,qz
5.57183456420898,-1.38044548034668,0,1,0,0,0
6.32778227531234,-1.2156214958883,0,1,0,0,0
7.08062008349523,-1.04008575591794,0,1,0,0,0
7.83680261069643,-0.877648749971859,0,1,0,0,0
8.60174325179748,-0.753002730293171,0,1,0,0,0
9.37213709961755,-0.698030037693507,0,1,0,0,0
10.1422136897959,-0.663550499993138,0,1,0,0,0
10.9002183840794,-0.39451959007187,0,1,0,0,0
11.4152183865038,0.179966247644249,0,1,0,0,0
11.397247518652,0.927670794421263,0,1,0,0,0
11.1808817564287,1.7132884886501,0,1,0,0,0
11.0540533608741,2.47145670509531,0,1,0,0,0
10.980727684616,3.23556293776702,0,1,0,0,0
10.9203424101283,4.00942182886496,0,1,0,0,0
10.8494448676964,4.77983956855101,0,1,0,0,0
10.7580397272807,5.54721966630148,0,1,0,0,0
10.6463469689102,6.31276801995111,0,1,0,0,0
10.5217430117916,7.07619293578111,0,1,0,0,0
10.3888564376219,7.83806929917573,0,1,0,0,0
10.2518591698162,8.59928334223171,0,1,0,0,0
10.1157834370583,9.36067080172934,0,1,0,0,0
9.98299928607748,10.1226225797507,0,1,0,0,0
9.85354452549673,10.8851496275674,0,1,0,0,0
9.72577594736809,11.6479658659886,0,1,0,0,0
9.59795387954807,12.4107693610228,0,1,0,0,0
9.46865317651108,13.173317870251,0,1,0,0,0
9.33607464309162,13.9353212466046,0,1,0,0,0
9.198785006776,14.6964997064284,0,1,0,0,0
9.05679534649272,15.4567032796324,0,1,0,0,0
8.91263178800616,16.2166357499398,0,1,0,0,0
8.77077068837122,16.9773275268888,0,1,0,0,0
8.63555479853475,17.7380006736242,0,1,0,0,0
8.51076356571419,18.500829484252,0,1,0,0,0
8.39973376488204,19.2714270889638,0,1,0,0,0
8.30945256334852,20.0337859705438,0,1,0,0,0
8.23881758794872,20.7879883629547,0,1,0,0,0
8.15053308809539,21.6126578212805,0,1,0,0,0
7.87787437459591,22.3297337225291,0,1,0,0,0
7.20030946373154,22.562528613277,0,1,0,0,0
6.36349937429618,22.4951648507239,0,1,0,0,0
5.60394766757135,22.389818062044,0,1,0,0,0
4.85024775576962,22.2751146238151,0,1,0,0,0
4.08502904724814,22.1352266935576,0,1,0,0,0
3.33125456928814,21.9629929287051,0,1,0,0,0
2.56896078724918,21.8223745889892,0,1,0,0,0
1.7981385412675,21.7568745012857,0,1,0,0,0
1.03929824868038,21.7487428928235,0,1,0,0,0
0.248584889968939,21.6536259753,0,1,0,0,0
-0.480118593748933,21.3093959401486,0,1,0,0,0
-0.678471487971322,20.6470974448513,0,1,0,0,0
-0.478140378526609,19.8289190738739,0,1,0,0,0
-0.285033148977504,19.0666902744455,0,1,0,0,0
-0.147966072567367,18.3252491277647,0,1,0,0,0
-0.0413841598261013,17.557469782734,0,1,0,0,0
0.0569965315100465,16.7873683120213,0,1,0,0,0
0.160869812492353,16.0223289900798,0,1,0,0,0
0.275117793816052,15.2574503147215,0,1,0,0,0
0.393901025390622,14.4928583011238,0,1,0,0,0
0.513492555106252,13.7288042246694,0,1,0,0,0
0.634089178225233,12.9648617598425,0,1,0,0,0
0.75590074702576,12.2010466231547,0,1,0,0,0
0.879017972703903,11.437471138819,0,1,0,0,0
1.00343257456725,10.6741089778735,0,1,0,0,0
1.12932904189076,9.91098281950847,0,1,0,0,0
1.25673670266206,9.14810857715126,0,1,0,0,0
1.38458167396842,8.38531160258899,0,1,0,0,0
1.51091495631343,7.62226001930272,0,1,0,0,0
1.63294412563398,6.85848685342878,0,1,0,0,0
1.74744436349335,6.09358835638769,0,1,0,0,0
1.85203934630957,5.3272775830441,0,1,0,0,0
1.94708116799305,4.55953477115494,0,1,0,0,0
2.03808207563138,3.79155204152289,0,1,0,0,0
2.13413016945415,3.02478438333096,0,1,0,0,0
2.24195899159975,2.25725626286698,0,1,0,0,0
2.37603485701503,1.49458864649308,0,1,0,0,0
2.55592340654684,0.750653321241779,0,1,0,0,0
2.71722233068719,-0.0153284429232638,0,1,0,0,0
2.83694529343233,-0.807186277385244,0,1,0,0,0
3.16929284010014,-1.41697870855113,0,1,0,0,0
4.02140092849731,-1.5963339805603,0,1,0,0,0
